C,cd,top_distance,bottom_distance,sidewall_angle,left_angle,right_angle,top_error,bottom_error,angle_error,total_error,weights
0.12132978864437179,19.510912673315314,236.40435883243285,154.40018582774073,89.99999999999969,,89.99999999999969,186.13454228084342,41.13362507106098,0.8714996223620273,121.93294909391383,"[0.5850000000000001, 0.315, 0.1]"
0.1991827268653491,8.727403466406965,296.0289229703361,236.79898366316698,89.99999999999957,,89.99999999999957,258.30177072178174,116.45245307419283,0.8714996223618997,187.87620855284928,"[0.5850000000000001, 0.315, 0.1]"
0.24536135848673607,29.373978876096537,191.91067058894907,148.60503265801523,89.99999999999946,,89.99999999999946,132.2811311897229,35.836410107874975,0.8714996223617724,88.76008089220471,"[0.5850000000000001, 0.315, 0.1]"
0.28062949459072906,13.427870247632,269.8315217321136,230.28390849082558,89.99999999999959,,89.99999999999959,226.59346614876972,110.49717412324091,0.8714996223619157,167.4509375080874,"[0.5850000000000001, 0.315, 0.1]"
0.079934049217307,13.108540663048167,266.678007205055,149.65882725299576,89.99999999999979,,89.99999999999979,222.7765761378056,36.79965928061769,0.8714996223621386,142.0033396762471,"[0.5850000000000001, 0.315, 0.1]"
0.0943331182143706,9.310042705912062,288.9880164709246,178.97179099885042,89.99999999999983,,89.99999999999983,249.77973429063738,63.59395886549398,0.8714996223621865,166.2403915648897,"[0.5850000000000001, 0.315, 0.1]"
0.057403031211479855,17.297106146066763,243.51506086581634,113.39048599073946,89.99999999999973,,89.99999999999973,194.74105648246953,3.64761059482583,0.871499622362075,115.15966534185102,"[0.5850000000000001, 0.315, 0.1]"
0.09706900852605196,12.671105576835808,270.11226492609535,167.11423119572711,89.99999999999974,,89.99999999999974,226.93326667404423,52.755238752949815,0.8714996223620909,149.4610111737313,"[0.5850000000000001, 0.315, 0.1]"
0.24815877018861887,10.574737484118826,285.5421982277322,238.85918661858182,89.9999999999996,,89.9999999999996,245.60905135285904,118.33563676287184,0.8714996223619317,181.0441705839634,"[0.5850000000000001, 0.315, 0.1]"
0.10843447955778587,21.91758971745149,224.42056906184408,135.9344795991045,89.99999999999974,,89.99999999999974,171.62983425543942,24.25455173592732,0.8714996223620909,108.13078679848537,"[0.5850000000000001, 0.315, 0.1]"
